-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,27,27,27,27,27,27,27,27,27,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,17,17,17,17,17,17,17,17,17,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,1,1,40,-1,-1,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,40,-1,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,1,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,27,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,27,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,27,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,27,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,27,27,27,27,27,-1,27,27,27,-1,-1,27,-1,-1,27,-1,-1,-1,-1,-1,27,-1,-1,27
-1,-1,-1,-1,-1,-1,46,46,46,46,46,-1,46,46,46,-1,-1,46,-1,-1,46,-1,-1,-1,-1,-1,46,-1,-1,46
